galaxy,npts,chi2,chi2_dof_like,median_abs_pull,p90_abs_pull,mean_pull,vobs_mean,vpred_mean,vpred_vobs_ratio,gbar_mean_si,gcos_mean_si,slope_mean,eta_linear,eta_amp,eta_g1,eta_vt,eta_s,A_eff,g1_eff,T,T_label,Vflat,SBeff,Q,xV,xS,xT,zV,zS,zT,uS
NGC3893_rotmod,10,12.868979734727313,1.4298866371919237,0.5232514151401119,1.7799766005192335,0.46739400969969463,178.6,176.19972229800143,0.9865605951735803,1.1089226514099701e-10,4.115140545249048e-11,-1.6267739258498364,0.6006190458524154,0.0,1.0584844010801797,1.6124697594163104,-0.5539853583361307,0.8081667096497664,1.201981580159209e-10,5.0,Sc,174.0,1573.37,1.0,0.5538851132264376,2.7558049087365863,0.6666666666666666,0.8333892512454487,0.9969570841019176,0.36363636363636365,0.9840322444144621
NGC0100_rotmod,21,29.634031957306338,1.481701597865317,0.9171614239592691,1.7920671970310291,-0.3211637265554622,67.34333333333333,68.036041683789,1.0102862201225906,1.1197438398428743e-11,2.6321955676948173e-11,-0.8318416673572839,-0.2157875830065193,0.0,-0.08303378154419638,-0.6374984444178273,0.5544646628736309,0.8081667096497664,3.8383340143840256e-11,6.0,Scd,88.1,64.99,1.0,-0.12669765304595768,-0.43093677408183395,0.3333333333333333,-0.19063242482084902,-0.05471607830780427,0.18181818181818182,-0.9938618983445914
NGC3972_rotmod,10,13.416731255420707,1.4907479172689675,0.8825881510493194,1.4400632019554516,0.170592119699737,105.1,103.9860365318063,0.9894009184757975,3.4120260948952135e-11,4.880097565950701e-11,-0.562785393624606,0.20037107692871084,0.0,1.1410054630864126,0.5931957449085196,0.5478097181778929,0.8081667096497664,1.3053778951389095e-10,4.0,Sbc,132.7,164.75,1.0,0.28292075535007044,0.49925898739452523,1.0,0.42568957141586844,0.2522626527912182,0.5454545454545455,-0.8725792357935833
DDO064_rotmod,14,19.733549757540715,1.5179653659646704,0.7252693469615539,1.9286610924249084,0.8052864263970003,32.535,28.612513531980937,0.8794379447358519,6.136247315758916e-12,1.3879366003744977e-11,0.362254353944369,-0.8287250895774053,0.0,-1.4846169434554843,-2.0393725375745086,0.5547555941190244,0.8081667096497664,9.450242032866756e-12,10.0,Im,46.1,17.41,1.0,-0.7743572359854884,-1.7481254322079938,-1.0,-1.1651170643227147,-0.48940834378085984,-0.5454545454545455,-0.9999231665972532
NGC5005_rotmod,18,27.332511198064083,1.6077947763567106,0.41059682295449684,2.428862964581218,-0.8319811763747603,252.27777777777777,266.20459660054263,1.0552043027548486,7.856330612552289e-10,4.508432125768345e-11,-1.2307806233438172,1.0711235525738223,0.0,1.8153956632597443,2.3696524355300523,-0.554256772270308,0.8081667096497664,2.5622423007548286e-10,4.0,Sbc,262.2,1789.91,1.0,0.9639373853415081,2.8847504322530524,1.0,1.4503640495729266,1.039511065564012,0.5454545454545455,0.9895748176759989
UGC09992_rotmod,5,6.980634383272577,1.7451585958181441,1.1280784336623597,1.6533729485952748,-0.22996835178700042,32.02,33.32162087111442,1.0406502458186888,7.442732973962778e-12,9.01362632535513e-12,-0.641011375569472,-1.2331316404407962,0.0,-1.975702620177577,-2.5304558880908066,0.5547532679132297,0.8081667096497664,5.783185621219958e-12,10.0,Im,33.6,20.18,2.0,-1.0906441190189327,-1.6004781710626284,-1.0,-1.6410101373366464,-0.44068250481905524,-0.5454545454545455,-0.9998744138187499
UGC10310_rotmod,7,11.051634700102479,1.8419391166837464,0.9883757656922932,1.9286601679274824,-0.3068321381407725,62.74285714285714,64.29542776184947,1.0247449779894042,8.70597247959926e-12,2.4255435225280423e-11,-0.3139676018612283,-0.32314501430862963,0.0,-0.3823030160875073,-0.9370436567049236,0.5547406406174163,0.8081667096497664,2.8455864716031874e-11,9.0,Sm,71.4,28.37,1.0,-0.33687231664255257,-1.2598379371673314,-0.6666666666666666,-0.506866425957332,-0.3282660532578425,-0.36363636363636365,-0.9996098517200738
UGC05005_rotmod,11,18.73328962470983,1.873328962470983,0.964212040914461,1.66393447346166,-1.168233679840062,69.67272727272729,81.8311932691411,1.1745082541238934,5.210482021964534e-12,1.9804044221108244e-11,-0.8159220209983783,0.14723071487956796,0.0,0.9932740553709871,0.4385280736487598,0.5547459817222273,0.8081667096497664,1.1261009349322788e-10,10.0,Im,98.9,25.63,1.0,-0.011060947359424835,-1.3614066456121117,-1.0,-0.01664257517996856,-0.36178526988839227,-0.5454545454545455,-0.9997217396129165
UGC05829_rotmod,11,20.306087729052994,2.0306087729052993,0.9024922711243811,2.202125267611778,-0.8066398844014919,46.36363636363637,50.44523417870791,1.0880344626780138,4.413202023633902e-12,1.7963919070054746e-11,0.7334710224957225,0.1613733170893268,0.0,1.034719449214685,0.479960890300127,0.5547585589145579,0.8081667096497664,1.1737532962033076e-10,10.0,Im,0.0,10.59,2.0,0.0,-2.245260026374776,-1.0,0.0,-0.6534703114042469,-0.5454545454545455,-0.9999853097661164
UGC02885_rotmod,19,38.74222086765894,2.15234560375883,0.6474037170800842,1.394651765475205,-0.1913003177303092,285.8421052631579,287.75510844046096,1.006692517099753,1.3320731783724383e-10,4.792237261827793e-11,-1.4454298485808326,1.2515577511811775,0.0,2.1462078336953843,2.5461596392198316,-0.39995180552444726,0.8081667096497664,3.5668931268162976e-10,5.0,Sc,289.5,421.53,1.0,1.0629851110249586,1.4387207632982673,0.6666666666666666,1.5993937092871235,0.5622993094034129,0.36363636363636365,0.21603967589349174
UGC06930_rotmod,10,19.739208938479297,2.1932454376088106,1.334031442736796,1.9925412927369988,-0.9033884824478697,97.56,103.39351498461333,1.059794126533552,1.3058557355435865e-11,3.074866277403748e-11,-1.0907028791642666,0.08889649460380387,0.0,0.8202953293166685,0.2659891851359216,0.5543061441807469,0.8081667096497664,9.472260055034796e-11,7.0,Sd,107.2,73.93,1.0,0.0695260626486103,-0.3020514864190826,0.0,0.1046106347853435,-0.012181975592427141,0.0,-0.9905896570698672
UGC07608_rotmod,8,15.410635075244361,2.20151929646348,1.5055073524536269,1.6369490685037804,1.137655324242845,49.225,41.61408588081537,0.8453851880307844,4.210301683953724e-12,1.8114258328178698e-11,0.1823504836837666,0.1613733170893268,0.0,1.0347170965291776,0.479960890300127,0.5547562062290508,0.8081667096497664,1.173750534734187e-10,10.0,Im,0.0,16.48,1.0,0.0,-1.8030226615067657,-1.0,0.0,-0.5075252633465241,-0.5454545454545455,-0.9999359960183356
NGC3992_rotmod,9,18.092401399379515,2.2615501749224394,0.6492520465794318,1.66475537554627,0.6700563377181593,253.66666666666666,249.33378077798352,0.9829189780998037,4.03470363507118e-11,5.257913080781533e-11,-1.7577478185599213,0.9633233999954598,0.0,2.357817051462477,2.2372668396802533,0.12055021178222385,0.8081667096497664,4.4074846917266844e-10,4.0,Sbc,241.0,360.44,1.0,0.8796267475025636,1.2821553213787453,1.0,1.3235081770051813,0.5106303353176456,0.5454545454545455,-0.04100748019303043
F565-V2_rotmod,7,14.30715030872844,2.38452505145474,1.550825317656141,1.9177374088703971,1.1413315227891037,60.47142857142857,53.40441128646238,0.8831346066743129,3.3823409346089416e-12,1.625729586703098e-11,-0.01048872985342467,0.1613733170893268,0.0,1.0347199791392092,0.479960890300127,0.5547590888390821,0.8081667096497664,1.1737539182041293e-10,10.0,Im,0.0,6.93,2.0,0.0,-2.6693103727862795,-1.0,0.0,-0.7934133671078099,-0.5454545454545455,-0.9999964179735445
UGC05750_rotmod,11,24.449524786137804,2.4449524786137804,1.3328077956367836,1.7873844851871836,-1.3963767202466169,48.7,60.05790099151357,1.2332217862733792,3.722195070622051e-12,1.681717068927149e-11,0.031134501383921123,0.05379110569644227,0.0,0.7159769470802773,0.16121785336682298,0.5547590937134542,0.8081667096497664,8.533922903314536e-11,8.0,Sdm,0.0,6.87,1.0,0.0,-2.6780060797538336,-0.3333333333333333,0.0,-0.7962830824961835,-0.18181818181818182,-0.9999965201506142
F568-3_rotmod,18,47.185705658029455,2.775629744589968,0.7313843628725398,2.0368037049027947,-0.04837300270240383,74.81666666666666,73.50400153826467,0.9824549102909068,7.44170576918333e-12,2.3921392905119078e-11,-0.15719345050126396,0.0,0.0,0.5547488686983707,0.0,0.5547488686983707,0.8081667096497664,7.263204134255597e-11,7.0,Sd,0.0,23.81,1.0,0.0,-1.43506452548932,0.0,0.0,-0.3860934891220103,0.0,-0.9997822275674467
UGC12732_rotmod,16,42.79213132459344,2.852808754972896,1.676935447799067,2.194902336353715,0.5607997743213445,75.75,73.43523514881942,0.9694420481692332,5.027993570860753e-12,1.9670122185533775e-11,-0.018257584891272154,0.10758221139288454,0.0,0.8762510006983504,0.3215072225874016,0.5547437781109488,0.8081667096497664,1.0017396226779379e-10,9.0,Sm,0.0,26.84,1.0,0.0,-1.3152768738846103,-0.6666666666666666,0.0,-0.34656174450023036,-0.36363636363636365,-0.9996755743741661
NGC4183_rotmod,23,63.4718922197152,2.8850860099870546,1.227032029623472,2.5183668676994637,-0.9488418210290641,101.89999999999999,107.00415456630603,1.0500898387272428,1.3873879192813661e-11,3.105357462661254e-11,-1.098726538575536,0.07502840278833225,0.0,0.7786577023087329,0.2246638027419134,0.5539938995668195,0.8081667096497664,9.085955829010858e-11,6.0,Scd,110.6,86.46,1.0,0.10074990310014294,-0.14548830674860574,0.3333333333333333,0.15159079798801847,0.03948625191679133,0.18181818181818182,-0.9842057346734394
UGC02023_rotmod,5,12.415552759215243,3.103888189803811,1.3953021175752045,2.010305638601184,-1.5043507087949741,37.48,50.552807659428325,1.3487942278396032,1.0418097518346536e-11,2.8286900539552944e-11,-0.02842781381554139,0.1613733170893268,0.0,1.0347031810031586,0.479960890300127,0.5547422907030317,0.8081667096497664,1.173734201491724e-10,10.0,Im,0.0,27.59,2.0,0.0,-1.2877167977588968,-1.0,0.0,-0.3374665007370937,-0.5454545454545455,-0.9996444158324435
UGC01230_rotmod,11,31.04526559503884,3.104526559503884,1.7030505777294633,2.333782779736457,-0.14268725318247444,91.88181818181819,92.94499224986933,1.0115711039364426,7.413386497628966e-12,2.33018830877348e-11,-1.137339467399094,0.15403646220541728,0.0,1.0132289522316942,0.45848888569631024,0.5547400665353839,0.8081667096497664,1.1487978672645532e-10,9.0,Sm,103.7,28.63,1.0,0.036331929247390204,-1.2507150668780678,-0.6666666666666666,0.0546659200414486,-0.3252553674846304,-0.36363636363636365,-0.9995978270557511
